codigo_carga;tipo_asignatura;codigo_asignatura;Asignatura;Seccion;Horario;Dias;inscritos_materia;parcial;fechaparcial;Fecha_Registro;asistencia;TipoExamen;Coordinacion_Catedra;Coordinador_Catedratico;Escuela;Facultad,
TAEX-DG_02_02-2020;P;TAEX-DG;TALLER DE EXPRESIÓN ORAL Y REDACCIÓN CREATIVA;2;17:00-18:30;Lu-Mie;15;3;19/10/2020;20/10/2020 06:40;10;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ADCC-I_01_02-2020;P;ADCC-I;ADMON DE CENTROS DE COMPUTO;1;17:00-18:30;Lu-Mie;73;3;19/10/2020;20/10/2020 06:48;71;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ETS1-T_01_02-2020;P;ETS1-T;DESARROLLO DE REDES DE DATOS I;1;17:00-18:30;Lu-Mie;75;3;19/10/2020;20/10/2020 07:20;64;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ETS1-T_01_02-2020;P;ETS1-T;DESARROLLO DE REDES DE DATOS I;1;17:00-18:30;Lu-Mie;75;2;20/10/2020;20/10/2020 07:20;4;Diferido;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MAT2-I_01_02-2020;P;MAT2-I;MATEMATICA II;1;17:00-18:30;Lu-Mie;37;3;19/10/2020;20/10/2020 07:26;33;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
STRE-T_01_02-2020;P;STRE-T;SOPORTE TECNICO DE RED;1;17:00-18:30;Lu-Mie;34;3;19/10/2020;20/10/2020 07:31;33;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
PROG4-I_02_02-2020;P;PROG4-I;PROGRAMACION IV;2;08:00-09:30;Lu-Vie;95;3;19/10/2020;20/10/2020 07:32;93;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
DII1-DG_01_02-2020;P;DII1-DG;DISEÑO DE INTERFACES I;1;08:00-09:30;Lu-Vie;46;3;19/10/2020;20/10/2020 07:50;30;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MAT1-T_01_02-2020;P;MAT1-T;MATEMATICA I;1;08:00-09:30;Lu-Vie;87;3;19/10/2020;20/10/2020 08:02;78;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ALG2-E_01_02-2020;P;ALG2-E;ALGORITMOS II;1;08:00-09:30;Lu-Vie;36;3;19/10/2020;25/11/2020 08:03;20;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
AUTO-T_01_02-2020;P;AUTO-T;AUTOMATIZACION INDUSTRIAL Y ROBOTICA;1;17:00-18:30;Lu-Mie;54;3;19/10/2020;20/10/2020 08:43;51;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ADS-I_01_02-2020;P;ADS-I;ANALISIS Y DISEÑO DE SISTEMAS DE INFORMACION PARA BASES DE DATOS;1;17:00-18:30;Lu-Mie;7;3;19/10/2020;20/10/2020 09:03;5;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ETS3-T_01_02-2020;P;ETS3-T;DESARROLLO DE REDES DE DATOS III;1;17:00-18:30;Lu-Mie;63;3;19/10/2020;20/10/2020 09:14;62;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ETS3-T_01_02-2020;P;ETS3-T;DESARROLLO DE REDES DE DATOS III;1;17:00-18:30;Lu-Mie;63;2;20/10/2020;20/10/2020 09:14;4;Diferido;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
RED2-E_02_02-2020;P;RED2-E;REDES DE DATOS II;2;18:40-20:10;Ma-Jue;64;2;20/10/2020;20/10/2020 09:14;3;Diferido;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
REMA-AC_01_02-2020;P;REMA-AC;RESISTENCIA DE MATERIALES;1;08:00-09:30;Lu-Vie;42;3;19/10/2020;20/10/2020 16:38;35;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
REMA-AC_01_02-2020;P;REMA-AC;RESISTENCIA DE MATERIALES;1;08:00-09:30;Lu-Vie;42;2;20/10/2020;20/10/2020 16:40;1;Diferido;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
SPT2-T_01_02-2020;P;SPT2-T;SOPORTE TÉCNICO II;1;17:00-18:30;Lu-Mie;13;3;19/10/2020;20/10/2020 17:04;12;Ordinario;HARDWARE;Marvin Elenilson Hernandez Montoya;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
TAI2-AC_01_02-2020;P;TAI2-AC;TALLER INTEGRAL II;1;08:00-09:30;Lu-Mie-Vie;55;3;19/10/2020;20/10/2020 18:06;49;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
OCOM-I_01_02-2020;P;OCOM-I;ORGANIZACION DE LAS COMPUTADORAS;1;06:30-08:00;Mie-Sab;78;2;20/10/2020;20/10/2020 18:48;5;Diferido;HARDWARE;Marvin Elenilson Hernandez Montoya;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
DOMO-T_01_02-2020;P;DOMO-T;DOMÓTICA;1;18:40-20:10;Ma-Jue;9;3;20/10/2020;20/10/2020 21:59;9;Ordinario;ELECTRONICA;Jose Mauricio Rivera Mejia;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
INF1-I_07_02-2020;P;INF1-I;INFORMATICA;7;18:40-20:10;Ma-Jue;63;3;20/10/2020;21/10/2020 07:25;58;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ETS2-T_01_02-2020;P;ETS2-T;DESARROLLO DE REDES DE DATOS II;1;18:40-20:10;Ma-Jue;70;3;20/10/2020;22/10/2020 07:42;63;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
INF1-I_12_02-2020;P;INF1-I;INFORMATICA;12;08:00-09:30;Ma-Jue;82;3;20/10/2020;20/10/2020 23:43;76;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
PRAR2-AC_01_02-2020;P;PRAR2-AC;PRESENTACION ARQUITECTONICA II;1;08:00-09:30;Ma-Jue;51;2;21/10/2020;21/10/2020 00:00;1;Diferido;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
PRAR2-AC_01_02-2020;P;PRAR2-AC;PRESENTACION ARQUITECTONICA II;1;08:00-09:30;Ma-Jue;51;3;20/10/2020;21/10/2020 00:01;49;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
CAL3-I_03_02-2020;P;CAL3-I;MATEMATICA IV ;3;18:40-20:10;Ma-Jue;36;3;20/10/2020;21/10/2020 00:03;35;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MYTI-I_04_02-2020;P;MYTI-I;METODOLOGIA Y TECNICAS DE LA INVESTIGACION;4;18:40-20:10;Ma-Jue;33;3;20/10/2020;21/10/2020 00:06;30;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
RED2-E_02_02-2020;P;RED2-E;REDES DE DATOS II;2;18:40-20:10;Ma-Jue;64;3;20/10/2020;21/10/2020 00:10;60;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ILUS-DG_01_02-2020;P;ILUS-DG;ILUSTRACIÓN;1;18:40-20:10;Ma-Jue;66;3;20/10/2020;21/10/2020 00:11;55;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
INF1I-I_01_02-2020;P;INF1I-I;INFORMATICA;1;08:00-09:30;Ma-Jue;84;3;20/10/2020;21/10/2020 00:11;77;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ILUS-DG_01_02-2020;P;ILUS-DG;ILUSTRACIÓN;1;18:40-20:10;Ma-Jue;66;2;21/10/2020;21/10/2020 00:11;3;Diferido;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
OCOM-I_02_02-2020;P;OCOM-I;ORGANIZACION DE LAS COMPUTADORAS;2;08:00-09:30;Ma-Jue;114;3;20/10/2020;21/10/2020 00:15;111;Ordinario;HARDWARE;Marvin Elenilson Hernandez Montoya;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ESTE-E_06_02-2020;P;ESTE-E;ESTADISTICA;6;18:40-20:10;Ma-Jue;62;3;20/10/2020;21/10/2020 00:16;55;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MATE-E_04_02-2020;P;MATE-E;MATEMATICA I;4;14:30-16:00;Ma-Jue;43;3;20/10/2020;21/10/2020 00:38;39;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DPWEB-I_02_02-2020;P;DPWEB-I;DESARROLLO DE LA PLATAFORMA WEB                                            ;2;18:40-20:10;Ma-Jue;109;3;20/10/2020;21/10/2020 00:42;96;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
DPWEB-I_02_02-2020;P;DPWEB-I;DESARROLLO DE LA PLATAFORMA WEB                                            ;2;18:40-20:10;Ma-Jue;109;2;21/10/2020;21/10/2020 00:43;1;Diferido;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
IMPR-DG_01_02-2020;P;IMPR-DG;IMPRESIÓN Y PRODUCCIÓN GRÁFICA;1;18:40-20:10;Ma-Jue;49;3;20/10/2020;21/10/2020 01:28;42;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MATE-E_02_02-2020;P;MATE-E;MATEMATICA I;2;08:00-09:30;Ma-Jue;84;3;20/10/2020;21/10/2020 03:59;74;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ELCA-T_01_02-2020;P;ELCA-T;ELECTRONICA ANALOGICA;1;08:00-09:30;Ma-Jue;23;3;20/10/2020;21/10/2020 04:05;19;Ordinario;ELECTRONICA;Jose Mauricio Rivera Mejia;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MODE-I_02_02-2020;P;MODE-I;MODELOS DE DECISION;2;18:40-20:10;Ma-Jue;72;3;20/10/2020;21/10/2020 04:21;69;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MATE-E_11_02-2020;P;MATE-E;MATEMATICA I;11;08:00-09:30;Ma-Jue;61;3;20/10/2020;21/10/2020 05:33;55;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MAT1-T_05_02-2020;P;MAT1-T;MATEMATICA I;5;18:40-20:10;Ma-Jue;28;3;20/10/2020;21/10/2020 05:35;20;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MATF-I_03_02-2020;P;MATF-I;MATEMATICA FINANCIERA;3;08:00-09:30;Ma-Jue;86;3;20/10/2020;21/10/2020 05:40;83;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FIS3-I_02_02-2020;P;FIS3-I;FISICA III;2;18:40-20:10;Ma-Jue;40;3;20/10/2020;21/10/2020 05:51;39;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ESTE-E_04_02-2020;P;ESTE-E;ESTADISTICA;4;18:40-20:10;Ma-Jue;96;3;20/10/2020;21/10/2020 05:53;94;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ETMO-I_01_02-2020;P;ETMO-I;ESTUDIO DEL TRABAJO II;1;18:40-20:10;Ma-Jue;24;3;20/10/2020;21/10/2020 05:57;19;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
SINF-I_02_02-2020;P;SINF-I;SISTEMAS DE INFORMACION GERENCIAL;2;18:40-20:10;Ma-Jue;50;3;20/10/2020;21/10/2020 06:07;48;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
CND-I_01_02-2020;P;CND-I;CONSULTA DE DATOS EN BASES DE DATOS;1;18:40-20:10;Ma-Jue;8;3;20/10/2020;21/10/2020 06:20;7;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
TADT-DG_01_02-2020;P;TADT-DG;TALLER DE DISEÑO TRIDIMENSIONAL;1;08:00-09:30;Ma-Jue;13;3;20/10/2020;21/10/2020 06:23;9;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TADI-AC_01_02-2020;P;TADI-AC;TALLER DE DISEÑO BITRIDIMENSIONAL;1;08:00-09:30;Ma-Jue;11;3;20/10/2020;30/10/2020 20:53;9;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DISI-T_01_02-2020;P;DISI-T;DISEÑOS DE SISTEMAS INDUSTRIALES;1;18:40-20:10;Ma-Jue;105;3;20/10/2020;21/10/2020 06:24;104;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FIS1-I_04_02-2020;P;FIS1-I;FISICA I;4;18:40-20:10;Ma-Jue;32;3;20/10/2020;21/10/2020 06:28;31;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MAT3-T_02_02-2020;P;MAT3-T;MATEMATICA III;2;18:40-20:10;Ma-Jue;60;3;20/10/2020;21/10/2020 06:34;54;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
EPRO-I_02_02-2020;P;EPRO-I;ESTANDARES DE PROGRAMACIÓN;2;18:40-20:10;Ma-Jue;66;3;20/10/2020;21/10/2020 06:37;62;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ARTE-T_02_02-2020;P;ARTE-T;ADMINISTRACION DE RECURSOS TECNOLOGICOS                                    ;2;18:40-20:10;Ma-Jue;23;3;20/10/2020;21/10/2020 06:38;19;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
CRED-AC_01_02-2020;P;CRED-AC;CREATIVIDAD EDITORIAL;1;18:40-20:10;Ma-Jue;59;3;20/10/2020;21/10/2020 06:43;51;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MPRO-I_03_02-2020;P;MPRO-I;METODOS PROBABILISTICOS ;3;18:40-20:10;Ma-Jue;64;3;20/10/2020;21/10/2020 06:49;63;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MATF-I_09_02-2020;P;MATF-I;MATEMATICA FINANCIERA;9;08:00-09:30;Ma-Jue;63;3;20/10/2020;21/10/2020 06:59;57;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
PEST-H_02_02-2020;P;PEST-H;PSICO-ESTADISTICA;2;18:40-20:10;Ma-Jue;83;3;20/10/2020;21/10/2020 07:00;75;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ARAR-AC_02_02-2020;P;ARAR-AC;ARTES GRÁFICAS I;2;18:40-20:10;Ma-Jue;11;3;20/10/2020;21/10/2020 07:05;7;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FIS2-I_01_02-2020;P;FIS2-I;FISICA II;1;08:00-09:30;Ma-Jue;115;3;20/10/2020;21/10/2020 07:05;111;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MAIBD2-I_01_02-2020;P;MAIBD2-I;APLICACION DE TEORIA MATEMATICA PARA INFORMATICA Y BASES DE DATOS II;1;08:00-09:30;Ma-Jue;9;3;20/10/2020;21/10/2020 07:11;7;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ESA2-AC_01_02-2020;P;ESA2-AC;EST. Y ASISMICIDAD II;1;18:40-20:10;Ma-Jue;30;3;20/10/2020;21/10/2020 07:14;30;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
CIDI-I_02_02-2020;P;CIDI-I;SISTEMAS DIGITALES;2;18:40-20:10;Ma-Jue;61;3;20/10/2020;21/10/2020 07:21;54;Ordinario;ELECTRONICA;Jose Mauricio Rivera Mejia;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ETPR-AC_02_02-2020;P;ETPR-AC;TECNICAS DE PRESENTACIÓN;2;18:40-20:10;Ma-Jue;17;3;20/10/2020;21/10/2020 07:23;15;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TAI8-AC_01_02-2020;P;TAI8-AC;TALLER INTEGRAL VIII;1;08:00-09:30;Ma-Jue;36;3;20/10/2020;21/10/2020 07:39;35;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FEPP-I_04_02-2020;P;FEPP-I;FORMULACION Y EVALUACION DE PROYECTOS;4;18:40-20:10;Ma-Jue;76;3;20/10/2020;21/10/2020 07:49;75;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
PROE-I_03_02-2020;P;PROE-I;PROGRAMACION ORIENTADA A OBJETOS;3;18:40-20:10;Ma-Jue;53;3;20/10/2020;21/10/2020 07:52;42;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
INF1-I_02_02-2020;P;INF1-I;INFORMATICA;2;08:00-09:30;Ma-Jue;87;3;20/10/2020;21/10/2020 07:57;80;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MET1-E_01_02-2020;P;MET1-E;METODOS DE PROGRAMACION I;1;08:00-09:30;Ma-Jue;34;3;20/10/2020;29/10/2020 09:57;28;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MET1-E_01_02-2020;P;MET1-E;METODOS DE PROGRAMACION I;1;08:00-09:30;Ma-Jue;34;2;21/10/2020;21/10/2020 07:58;2;Diferido;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
PROG1-I_01_02-2020;P;PROG1-I;PROGRAMACION I;1;08:00-09:30;Ma-Jue;73;3;20/10/2020;21/10/2020 08:04;62;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
DIIN-DG_01_02-2020;P;DIIN-DG;DISEÑO INFOGRÁFICO;1;08:00-09:30;Ma-Jue;77;3;20/10/2020;21/10/2020 08:04;72;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ETPS4-T_01_02-2020;P;ETPS4-T;NORMAS Y ESTÁNDARES INTERNACIONALES;1;18:40-20:10;Ma-Jue;61;3;20/10/2020;21/10/2020 08:15;50;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
LOCO-N_01_02-2020;P;LOCO-N;LOGICA COMPUTACIONAL;1;18:40-20:10;Ma-Jue;25;3;20/10/2020;21/10/2020 08:17;21;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ETPS4-T_01_02-2020;P;ETPS4-T;NORMAS Y ESTÁNDARES INTERNACIONALES;1;18:40-20:10;Ma-Jue;61;2;21/10/2020;21/10/2020 08:19;3;Diferido;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
BAS2-I_01_02-2020;P;BAS2-I;BASE DE DATOS II;1;06:30-08:00;Ma-Jue;84;2;21/10/2020;21/10/2020 08:20;1;Diferido;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
INDP-T_01_02-2020;P;INDP-T;INVESTIGACION Y DESARROLLO DEL PRODUCTO;1;18:40-20:10;Ma-Jue;97;3;20/10/2020;21/10/2020 08:20;96;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TER4-T_01_02-2020;P;TER4-T;TECNOLOGIA CERTIFICADA EN REDES IV;1;18:40-20:10;Ma-Vie;31;3;20/10/2020;21/10/2020 08:33;31;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
TER4-T_01_02-2020;P;TER4-T;TECNOLOGIA CERTIFICADA EN REDES IV;1;18:40-20:10;Ma-Vie;31;2;21/10/2020;21/10/2020 08:33;1;Diferido;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
DIAN-DG_01_02-2020;P;DIAN-DG;DISEÑO DE ANIMACIÓN;1;18:40-20:10;Ma-Jue;20;3;20/10/2020;21/10/2020 08:47;14;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MPRO-I_02_02-2020;P;MPRO-I;METODOS PROBABILISTICOS ;2;18:40-20:10;Ma-Jue;90;3;20/10/2020;21/10/2020 09:03;87;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ARAR-AC_01_02-2020;P;ARAR-AC;ARTES GRÁFICAS I;1;08:00-09:30;Ma-Jue;122;3;20/10/2020;21/10/2020 09:14;116;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
EI-I_02_02-2020;P;EI-I;ESTADISTICA Y PROBABILIDADES;2;18:40-20:10;Ma-Jue;52;3;20/10/2020;21/10/2020 10:25;51;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FEPP-I_02_02-2020;P;FEPP-I;FORMULACION Y EVALUACION DE PROYECTOS;2;08:00-09:30;Ma-Jue;21;3;20/10/2020;21/10/2020 10:15;19;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
IACI-I_02_02-2020;P;IACI-I;INTRODUCCIÓN AL ANÁLISIS DE CIRCUITOS;2;09:00-12:00;Mie;38;3;21/10/2020;22/10/2020 07:25;35;Ordinario;ELECTRONICA;Jose Mauricio Rivera Mejia;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
OPFAI-T_01_02-2020;P;OPFAI-T;INGLES TECNICO I(OPERACIONES DE FABRICACIÓN);1;06:30-08:00;Lu-Mie-Vie;15;3;21/10/2020;21/10/2020 23:13;14;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
AYDS-I_01_02-2020;P;AYDS-I;LENGUAJE UNIFICADO MODELADO(UML);1;06:30-08:00;Mie-Sab;43;3;21/10/2020;21/10/2020 23:19;40;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
CRIM-AC_01_02-2020;P;CRIM-AC;CREATIVIDAD EN IMAGEN CORPORATIVA;1;18:40-20:10;Lu-Mie;47;3;21/10/2020;21/10/2020 23:35;43;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
PRRO-T_01_02-2020;P;PRRO-T;PRINCIPIOS DE ROBOTICA;1;18:40-20:10;Lu-Mie;9;3;21/10/2020;21/10/2020 23:43;9;Ordinario;ELECTRONICA;Jose Mauricio Rivera Mejia;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
